offense_type_id,year,state,num_arrests,total_arrests_that_year,perc_tot_arrests
45,2005,MA,2382,57784,0.041222484
44,2004,AR,1221,29703,0.041106959
5,2017,CT,1636,39975,0.040925578
35,1998,CO,2088,51040,0.040909091
5,2005,MA,2360,57784,0.040841756
14,1991,AL,161,3962,0.040636042
27,2005,AZ,81,1998,0.040540541
49,2002,AR,79,1950,0.040512821
49,2007,AZ,76,1880,0.040425532
49,2014,CT,1439,35703,0.040304736
39,2016,AL,35,870,0.040229885
27,2009,CT,1796,44723,0.040158308
5,2014,MA,2611,65425,0.039908292
45,1998,CO,2036,51040,0.039890282
45,2003,CO,1843,46225,0.0398702
35,1999,CO,1769,44458,0.039790364
27,2018,CT,1533,38589,0.039726347
45,2007,MA,2639,66532,0.039665124
49,2008,CT,1856,46817,0.039643719
35,2015,AL,56,1413,0.039631989
49,2005,CT,1297,32783,0.039563188
35,2012,AL,48,1214,0.039538715
5,2015,MA,2385,60395,0.039490024
35,2012,AR,2219,56411,0.0393363
27,2015,AZ,265,6755,0.0392302
5,2008,AR,1879,47926,0.039206276
27,2002,CT,938,23946,0.039171469
27,2013,CT,1441,36809,0.039148034
5,2007,CT,1367,35110,0.038934776
5,2016,CT,1498,38905,0.038504048
45,2013,AZ,270,7017,0.038477982
5,2007,AR,1527,39741,0.038423794
49,2000,AR,19,496,0.038306452
49,2013,CT,1409,36809,0.038278682
27,2017,CT,1520,39975,0.038023765
35,2002,AR,74,1950,0.037948718
45,2018,CT,1464,38589,0.037938273
45,2007,CO,2800,73811,0.037934725
49,2014,MA,2469,65425,0.037737868
27,2010,CT,1640,43523,0.037681226
5,2013,MA,2613,69368,0.037668666
49,2006,CT,1101,29297,0.03758064
49,2016,CT,1462,38905,0.037578717
45,2014,AZ,273,7281,0.03749485
53,2015,CT,1311,34965,0.037494637
45,2004,AZ,45,1202,0.037437604
45,2010,AZ,194,5196,0.037336413
27,2014,CT,1333,35703,0.037335798
5,2003,AR,559,14975,0.037328881
11,2004,AR,1106,29703,0.037235296
28,2017,AL,36,967,0.037228542
27,2013,AZ,261,7017,0.037195383
49,2016,AR,2273,61211,0.037133848
49,1999,CT,236,6363,0.037089423
45,2002,CT,888,23946,0.037083438
27,2016,CT,1442,38905,0.037064645
11,2003,AR,554,14975,0.036994992
35,2011,AR,2017,54591,0.036947482
49,2011,CT,1521,41180,0.036935406
45,2018,MA,1972,53546,0.036828148
49,2009,CT,1645,44723,0.036781969
35,2001,AR,90,2452,0.036704731
27,2008,CT,1717,46817,0.036674712
35,1997,CO,1757,48132,0.036503781
49,2015,AR,2096,57544,0.036424301
5,2009,CT,1629,44723,0.036424211
45,2006,CO,2766,76121,0.036336885
14,1992,AL,97,2671,0.036315987
39,2000,AR,18,496,0.036290323
49,2010,CT,1573,43523,0.03614181
44,2009,AL,52,1441,0.036086051
21,2006,AZ,57,1584,0.035984848
27,1997,CO,1730,48132,0.035942824
49,2001,CO,1449,40565,0.035720449
39,2018,AL,5,140,0.035714286
53,2016,CT,1386,38905,0.035625241
35,2010,AR,1954,54934,0.035569957
27,2007,CT,1240,35110,0.035317573
49,2002,CO,1393,39918,0.034896538
27,2015,CT,1220,34965,0.034892035
45,2008,AZ,69,1978,0.034883721
11,2002,AR,68,1950,0.034871795
35,2004,AR,1033,29703,0.034777632
5,2005,AR,1221,35143,0.034743761
49,2017,AR,2105,60711,0.034672465
49,2015,CT,1212,34965,0.034663235
44,2007,AZ,65,1880,0.034574468
49,2015,MA,2086,60395,0.034539283
45,2005,AZ,69,1998,0.034534535
49,2008,CO,2701,78504,0.03440589
5,2012,CT,1314,38194,0.034403309
27,2008,AZ,68,1978,0.03437816
5,2009,AR,1931,56428,0.0342206
53,2018,CT,1319,38589,0.034180725
49,2003,CO,1580,46225,0.034180638
5,2018,CT,1317,38589,0.034128897
44,2008,AL,41,1203,0.034081463
49,2004,CT,1159,34008,0.034080216
45,2018,AZ,247,7249,0.034073665
49,1992,CO,66,1941,0.034003091
49,2007,CT,1183,35110,0.033694104
5,2015,CT,1178,34965,0.033690834
49,2000,CO,1577,46930,0.033603239
5,2010,CT,1460,43523,0.033545482
49,2005,AZ,67,1998,0.033533534
27,2017,AZ,253,7554,0.03349219
35,2009,AR,1876,56428,0.033245906
5,2006,AR,1215,36576,0.033218504
27,2003,CT,927,27941,0.033177052
35,2014,AL,42,1270,0.033070866
44,2009,MA,2313,70221,0.032938864
49,2017,CT,1316,39975,0.032920575
35,2007,AR,1306,39741,0.032862787
49,2010,CO,2482,75757,0.032762649
49,2006,CO,2487,76121,0.032671667
5,2011,CT,1344,41180,0.032637203
15,2001,AR,80,2452,0.032626427
44,2011,AL,40,1227,0.032599837
49,2009,CO,2532,77723,0.032577229
45,2009,AZ,153,4707,0.03250478
5,2013,CT,1194,36809,0.032437719
35,2008,AR,1553,47926,0.032404123
53,2017,CT,1284,39975,0.032120075
49,2005,CO,2532,78835,0.032117714
44,2010,MA,2282,71228,0.032037963
48,2017,CO,3141,98112,0.032014432
5,2014,CT,1142,35703,0.031986108
49,1998,CO,1632,51040,0.031974922
44,2008,MA,2440,76365,0.03195181
44,2007,MA,2125,66532,0.031939518
48,2006,CT,933,29297,0.031846264
49,1997,CO,1532,48132,0.031829137
49,2016,MA,1927,60669,0.031762515
49,2010,AZ,165,5196,0.031755196
49,2003,CT,886,27941,0.031709674
44,2012,MA,2217,70084,0.031633468
44,2011,MA,2207,69868,0.031588138
48,2005,AZ,63,1998,0.031531532
44,2005,AZ,63,1998,0.031531532
49,2018,AR,2078,66118,0.031428658
47,2001,AR,77,2452,0.031402936
39,1994,CO,17,543,0.031307551
49,2004,CO,1680,53749,0.031256395
49,2017,MA,1787,57296,0.031188914
27,2005,CT,1022,32783,0.031174694
48,2018,CO,3031,97234,0.031172224
44,2009,AZ,146,4707,0.031017633
27,2016,AZ,203,6557,0.03095928
45,2015,AZ,209,6755,0.030940044
48,2017,AR,1876,60711,0.030900496
49,2008,AZ,61,1978,0.030839232
44,2004,AZ,37,1202,0.03078203
53,2014,CT,1094,35703,0.030641683
44,2013,MA,2125,69368,0.030633722
35,2006,AR,1120,36576,0.030621172
49,2011,CO,2375,77660,0.030582024
5,2010,AR,1674,54934,0.030472931
27,2004,CT,1036,34008,0.03046342
21,2002,CO,1216,39918,0.030462448
45,2005,CO,2398,78835,0.030417962
49,2002,CT,727,23946,0.030359977
44,2008,AZ,60,1978,0.03033367
21,2017,CO,2968,98112,0.030251142
11,2001,AR,74,2452,0.030179445
44,2006,AL,41,1362,0.03010279
5,2004,AR,893,29703,0.030064303
44,2012,AZ,142,4742,0.029945171
44,2010,AL,41,1371,0.029905179
44,2014,MA,1956,65425,0.029896828
49,2013,CO,2518,84486,0.029803754
47,1999,CO,1325,44458,0.02980341
21,1991,AL,118,3962,0.029782938
49,2007,CO,2194,73811,0.029724567
39,1999,CO,1319,44458,0.029668451
44,2015,MA,1788,60395,0.0296051
48,2011,CO,2295,77660,0.029551893
49,2014,CO,2722,92163,0.029534629
44,2018,MA,1577,53546,0.029451313
49,2018,CT,1136,38589,0.029438441
44,2013,AZ,206,7017,0.029357275
47,1993,CO,45,1534,0.029335072
44,2017,MA,1679,57296,0.029303965
28,2017,AR,1777,60711,0.029269819
48,2006,CO,2228,76121,0.02926919
39,1998,CO,1493,51040,0.029251567
44,2011,AZ,149,5101,0.029209959
47,1998,CT,25,856,0.029205607
5,2011,AR,1591,54591,0.029143998
49,2004,AZ,35,1202,0.029118136
27,2018,AZ,211,7249,0.029107463
48,2016,CO,2842,97769,0.029068519
49,1999,CO,1288,44458,0.028971164
44,2017,AL,28,967,0.028955533
44,2016,MA,1751,60669,0.028861527
48,2007,CO,2130,73811,0.028857487
28,2018,AR,1893,66118,0.02863063
49,2018,MA,1532,53546,0.028610914
40,2007,AL,34,1190,0.028571429
40,2018,AL,4,140,0.028571429
48,2015,CO,2728,95529,0.028556773
21,2016,CO,2788,97769,0.028516196
48,2010,CO,2160,75757,0.028512217
47,1998,CO,1451,51040,0.028428683
21,2018,CO,2763,97234,0.028415986
35,2005,AR,997,35143,0.028369803
48,2004,CO,1522,53749,0.028316806
49,2000,CT,414,14625,0.028307692
44,2018,AZ,205,7249,0.028279763
48,2012,CO,2446,86528,0.028268306
49,2001,CT,660,23358,0.028255844
39,2000,CO,1322,46930,0.028169614
5,2012,AR,1585,56411,0.028097357
45,2016,AZ,184,6557,0.028061614
39,1997,CO,1350,48132,0.028047868
39,1993,CO,43,1534,0.028031291
45,1993,CO,43,1534,0.028031291
47,2000,CO,1315,46930,0.028020456
11,2005,AR,984,35143,0.027999886
49,2012,CO,2393,86528,0.027655788
49,2009,AZ,130,4707,0.027618441
48,2005,CO,2177,78835,0.027614638
48,2016,AR,1689,61211,0.02759308
47,1997,CO,1321,48132,0.027445359
5,2015,AR,1577,57544,0.027405116
49,2015,CO,2610,95529,0.027321546
27,2006,CT,800,29297,0.02730655
48,2007,CT,953,35110,0.027143264
44,2015,AZ,183,6755,0.027091044
44,2004,MA,1360,50284,0.027046377
48,2018,AR,1787,66118,0.027027436
49,2016,CO,2638,97769,0.026981968
47,2001,CO,1091,40565,0.026895107
48,2013,CO,2272,84486,0.026892029
27,2012,AZ,127,4742,0.026781949
44,2014,AL,34,1270,0.026771654
27,2010,AZ,139,5196,0.026751347
10,2004,AZ,32,1202,0.026622296
48,2008,CO,2086,78504,0.026571894
5,2001,AR,65,2452,0.026508972
44,2010,AZ,137,5196,0.026366436
48,2014,CO,2428,92163,0.026344629
48,2009,CO,2043,77723,0.026285655
39,1992,CO,51,1941,0.026275116
49,2011,AZ,134,5101,0.026269359
21,1992,AL,70,2671,0.026207413
49,2017,CO,2565,98112,0.026143591
44,2006,MA,1580,60545,0.026096292
45,2017,AZ,197,7554,0.026078899
39,2007,AR,1033,39741,0.025993307
49,2018,CO,2523,97234,0.025947714
35,2008,CT,1209,46817,0.025823953
21,2003,CO,1192,46225,0.025786912
5,2016,AR,1577,61211,0.025763343
35,2003,AR,385,14975,0.025709516
35,2010,CT,1117,43523,0.025664591
39,2018,CO,2495,97234,0.025659749
39,2007,CO,1893,73811,0.025646584
47,2002,CO,1019,39918,0.025527331
28,2005,AZ,51,1998,0.025525526
5,2014,AR,1321,51925,0.025440539
44,1993,CO,39,1534,0.025423729
44,2014,AZ,185,7281,0.025408598
5,2013,AR,1344,53050,0.02533459
39,2006,AR,926,36576,0.025317148
21,2004,CO,1360,53749,0.025302796
5,2018,AR,1670,66118,0.025257872
5,2017,AR,1531,60711,0.025217835
39,1999,CT,160,6363,0.025145372
49,2012,AZ,119,4742,0.025094897
27,2009,AZ,118,4707,0.025069046
44,2016,AZ,164,6557,0.025011438
48,2002,CT,598,23946,0.024972856
39,2017,CO,2437,98112,0.02483896
39,2016,CO,2427,97769,0.024823819
44,2001,MA,954,38446,0.024814025
35,2007,CT,866,35110,0.024665338
11,2006,AZ,39,1584,0.024621212
39,2006,CO,1861,76121,0.024447918
44,2005,MA,1409,57784,0.024383913
35,2009,CT,1089,44723,0.024349887
53,2009,MA,1704,70221,0.024266245
48,2003,CT,677,27941,0.024229627
39,2006,AL,33,1362,0.024229075
45,1992,CO,47,1941,0.024214323
5,2000,AR,12,496,0.024193548
28,2016,AL,21,870,0.024137931
47,2003,CO,1108,46225,0.023969713
44,1994,CO,13,543,0.023941068
28,2016,AR,1465,61211,0.023933607
39,2014,CO,2205,92163,0.023925002
39,2015,CO,2285,95529,0.023919438
21,2001,CO,964,40565,0.023764329
14,2018,AZ,172,7249,0.023727411
21,2001,AR,58,2452,0.02365416
21,2015,CO,2258,95529,0.023636801
39,2007,AL,28,1190,0.023529412
21,2005,AZ,47,1998,0.023523524
44,2018,CO,2284,97234,0.023489726
39,2004,CO,1261,53749,0.023460902
39,2005,AR,823,35143,0.023418604
44,2015,AL,33,1413,0.023354565
39,2010,AL,32,1371,0.023340627
28,2006,AR,853,36576,0.023321304
28,2007,AR,925,39741,0.02327571
47,2004,CO,1241,53749,0.023088802
22,2002,AR,45,1950,0.023076923
39,2001,CO,934,40565,0.023024775
28,2008,AR,1099,47926,0.022931186
28,2015,AR,1319,57544,0.02292159
28,2004,AR,678,29703,0.022825977
39,2009,AR,1287,56428,0.022807826
39,2003,AR,341,14975,0.022771285
39,2005,CO,1794,78835,0.02275639
28,2003,MA,928,40857,0.022713366
44,1992,CO,44,1941,0.022668727
39,2002,CO,903,39918,0.022621374
39,2004,AR,670,29703,0.022556644
27,2011,AZ,115,5101,0.022544599
39,2008,CO,1765,78504,0.022482931
39,2008,AL,27,1203,0.02244389
11,2006,AR,818,36576,0.022364392
28,2014,AR,1160,51925,0.022339913
28,2005,AR,784,35143,0.022308852
21,2005,CO,1753,78835,0.022236316
53,2011,MA,1553,69868,0.022227629
44,1998,CT,19,856,0.022196262
40,1998,CT,19,856,0.022196262
39,2013,CO,1867,84486,0.022098336
53,2007,CT,775,35110,0.022073483
39,2011,AR,1200,54591,0.021981645
39,2008,AR,1052,47926,0.021950507
40,2016,AL,19,870,0.02183908
13,2016,CT,848,38905,0.021796684
44,2017,CO,2137,98112,0.02178123
2,2017,AL,21,967,0.021716649
39,2012,AR,1221,56411,0.021644715
28,2004,MA,1087,50284,0.021617214
39,2001,AR,53,2452,0.021615008
11,2011,AZ,110,5101,0.021564399
44,2000,MA,701,32548,0.021537422
53,2010,MA,1532,71228,0.021508396
5,1991,AL,85,3962,0.021453811
28,2018,AL,3,140,0.021428571
44,2018,AL,3,140,0.021428571
49,2018,AL,3,140,0.021428571
21,2006,CO,1629,76121,0.021400139
39,2003,CO,989,46225,0.021395349
28,2002,MA,849,39767,0.02134936
53,2012,MA,1496,70084,0.021345814
48,2005,CT,699,32783,0.021322027
21,2007,AZ,40,1880,0.021276596
35,2011,CT,873,41180,0.021199611
28,2010,AR,1162,54934,0.021152656
48,2004,CT,719,34008,0.021142084
48,2008,CT,989,46817,0.021124805
39,2012,CO,1811,86528,0.020929641
44,2002,MA,832,39767,0.02092187
11,2007,AR,830,39741,0.020885232
53,2008,CT,977,46817,0.020868488
44,2016,CO,2040,97769,0.02086551
11,2004,CO,1119,53749,0.020818992
28,2013,AL,30,1445,0.020761246
35,1999,CT,132,6363,0.020744932
11,2007,AZ,39,1880,0.020744681
13,2015,CT,724,34965,0.020706421
21,1997,CO,996,48132,0.020693094
39,2017,CT,826,39975,0.020662914
35,2006,CT,605,29297,0.020650579
39,2018,CT,795,38589,0.020601726
10,2005,AZ,41,1998,0.020520521
44,2017,AZ,155,7554,0.02051893
35,2005,CT,672,32783,0.020498429
53,2008,MA,1563,76365,0.020467492
49,2001,AR,50,2452,0.020391517
39,2011,CO,1574,77660,0.020267834
45,1994,CO,11,543,0.020257827
44,2015,CO,1934,95529,0.020245161
49,2006,AZ,32,1584,0.02020202
28,2012,AR,1138,56411,0.02017337
44,2000,AR,10,496,0.02016129
27,2000,AR,10,496,0.02016129
39,2010,AR,1107,54934,0.020151454
39,2010,CO,1526,75757,0.020143353
39,2009,CO,1564,77723,0.020122744
44,2013,AL,29,1445,0.020069204
22,2001,AR,49,2452,0.019983687
35,2003,CT,558,27941,0.019970652
53,2007,MA,1327,66532,0.019945289
39,2005,CT,652,32783,0.019888357
53,2006,CT,579,29297,0.019763116
53,2003,CT,552,27941,0.019755914
10,2010,CO,1495,75757,0.01973415
47,2011,CT,811,41180,0.019694026
44,2014,CO,1813,92163,0.019671669
39,2016,CT,765,38905,0.019663282
53,2006,MA,1189,60545,0.019638286
47,2012,CT,750,38194,0.019636592
39,2013,AR,1041,53050,0.019622997
48,2015,AR,1129,57544,0.019619769
21,2000,CO,918,46930,0.019561048
47,2013,CO,1651,84486,0.019541699
35,2004,CT,663,34008,0.019495413
39,2002,AR,38,1950,0.019487179
11,2005,CO,1535,78835,0.019471047
53,2013,MA,1349,69368,0.019447007
35,2000,CT,284,14625,0.019418803
40,2013,CT,714,36809,0.01939743
28,2013,AR,1029,53050,0.019396795
28,2009,AR,1093,56428,0.019369816
11,2007,AL,23,1190,0.019327731
40,2003,CT,540,27941,0.019326438
28,2011,AR,1054,54591,0.019307212
28,2001,MA,742,38446,0.019299797
47,2012,CO,1664,86528,0.019230769
21,2008,AZ,38,1978,0.019211325
28,2004,AZ,23,1202,0.019134775
21,1999,CO,849,44458,0.019096676
39,2006,CT,559,29297,0.019080452
40,2009,MA,1336,70221,0.019025648
10,2009,CO,1478,77723,0.01901625
53,2014,MA,1244,65425,0.019014138
47,2006,CO,1445,76121,0.018982935
49,2012,AL,23,1214,0.018945634
47,2005,CO,1485,78835,0.018836811
11,2008,AR,902,47926,0.018820682
47,2009,CO,1461,77723,0.018797525
53,2018,MA,1003,53546,0.018731558
53,2017,MA,1071,57296,0.018692404
21,1998,CT,16,856,0.018691589
39,2013,AL,27,1445,0.018685121
47,2013,CT,687,36809,0.018663914
40,2011,CT,768,41180,0.01864983
39,2017,AR,1131,60711,0.018629243
47,2011,CO,1440,77660,0.018542364
47,2012,MA,1299,70084,0.018534901
10,2011,CO,1437,77660,0.018503734
47,2011,MA,1289,69868,0.018449075
47,1994,CO,10,543,0.018416206
20,1994,CO,10,543,0.018416206
39,2015,AL,26,1413,0.018400566
39,2018,AR,1213,66118,0.018345987
40,2014,CT,655,35703,0.018345797
21,2004,AZ,22,1202,0.018302829
44,2013,CO,1546,84486,0.01829889
47,2002,CT,436,23946,0.018207634
47,2010,CO,1379,75757,0.018202938
47,2001,CT,425,23358,0.018195051
47,2000,CT,266,14625,0.018188034
47,2003,CT,507,27941,0.018145378
39,2004,CT,617,34008,0.01814279
40,2011,MA,1267,69868,0.018134196
37,2012,AL,22,1214,0.018121911
45,2012,AL,22,1214,0.018121911
47,1999,CT,115,6363,0.018073236
21,2014,CO,1665,92163,0.018065818
28,2009,AL,26,1441,0.018043026
47,2013,MA,1251,69368,0.018034252
47,2007,CO,1331,73811,0.018032543
39,2013,CT,663,36809,0.018011899
28,2000,MA,586,32548,0.018004178
39,2008,CT,842,46817,0.01798492
11,2001,CO,728,40565,0.017946506
39,2014,AR,929,51925,0.017891189
39,2003,CT,499,27941,0.01785906
28,2011,AZ,91,5101,0.017839639
39,2012,CT,681,38194,0.017830026
40,2017,CT,712,39975,0.017811132
39,2016,AR,1090,61211,0.017807257
47,2008,CO,1394,78504,0.017757057
40,2010,CT,772,43523,0.017737748
40,2006,MA,1072,60545,0.017705839
40,2001,CT,413,23358,0.017681308
39,2002,CT,423,23946,0.017664746
40,2009,CT,787,44723,0.017597209
49,2013,AZ,123,7017,0.017528858
11,2012,AZ,83,4742,0.017503163
2,2005,AR,613,35143,0.017443019
39,2000,CT,255,14625,0.017435897
28,2012,MA,1221,70084,0.017421951
40,2003,MA,711,40857,0.017402159
44,2003,MA,710,40857,0.017377683
35,2002,CT,416,23946,0.017372421
40,2009,AL,25,1441,0.017349063
40,2010,MA,1234,71228,0.017324648
40,2015,CT,605,34965,0.017303017
21,2007,CO,1277,73811,0.017300944
40,2012,CT,659,38194,0.017254019
11,2003,CO,797,46225,0.017241752
11,2006,CO,1306,76121,0.017156895
53,2005,MA,989,57784,0.017115464
11,2009,AR,963,56428,0.017065996
28,2006,AZ,27,1584,0.017045455
47,2010,MA,1212,71228,0.01701578
21,2017,CT,680,39975,0.017010632
10,2012,CO,1471,86528,0.017000277
53,2015,MA,1026,60395,0.016988161
28,2015,AL,24,1413,0.016985138
53,2009,CT,759,44723,0.016971133
49,1993,CO,26,1534,0.016949153
39,2009,CT,758,44723,0.016948774
53,2016,MA,1028,60669,0.016944403
39,2007,CT,594,35110,0.016918257
47,2005,CT,553,32783,0.016868499
44,2007,AL,20,1190,0.016806723
49,2007,AL,20,1190,0.016806723
40,2002,CT,401,23946,0.016746012
40,2016,CT,648,38905,0.016655957
39,2010,CT,723,43523,0.016611906
11,1994,CO,9,543,0.016574586
28,2014,AL,21,1270,0.016535433
47,2007,CT,579,35110,0.016491028
39,2018,MA,883,53546,0.016490494
41,2012,AL,20,1214,0.016474465
46,2007,CO,1215,73811,0.016460961
21,1998,CO,839,51040,0.016438088
40,2013,MA,1140,69368,0.016434091
53,2006,AZ,26,1584,0.016414141
40,2004,MA,825,50284,0.016406809
11,1998,CT,14,856,0.01635514
39,1998,CT,14,856,0.01635514
35,1998,CT,14,856,0.01635514
35,2001,CT,382,23358,0.01635414
47,2004,CT,556,34008,0.016349094
11,2010,AR,897,54934,0.016328685
39,2011,AL,20,1227,0.016299919
28,2011,AL,20,1227,0.016299919
47,2014,MA,1066,65425,0.016293466
39,2015,CT,569,34965,0.016273416
39,2014,CT,581,35703,0.016273142
28,2011,MA,1135,69868,0.016244919
28,2005,CO,1279,78835,0.016223758
39,2011,CT,667,41180,0.016197183
11,2008,AZ,32,1978,0.016177958
47,2009,MA,1134,70221,0.016149015
40,2005,MA,933,57784,0.016146338
35,2000,AR,8,496,0.016129032
21,2013,CO,1362,84486,0.016121014
40,2008,CT,752,46817,0.016062541
13,2014,CT,573,35703,0.016049072
28,2012,AZ,76,4742,0.016026993
35,2012,CT,612,38194,0.016023459
11,2005,AZ,32,1998,0.016016016
47,2009,CT,715,44723,0.0159873
37,2007,AL,19,1190,0.015966387
21,2018,CT,616,38589,0.015963098
47,2014,CT,569,35703,0.015937036
40,2002,AR,31,1950,0.015897436
49,2017,AZ,120,7554,0.015885624
40,2007,MA,1056,66532,0.015872062
28,2010,MA,1129,71228,0.015850508
47,2016,CO,1549,97769,0.015843468
53,2005,CT,519,32783,0.015831376
2,2012,AZ,75,4742,0.015816111
39,2017,MA,905,57296,0.015795169
28,2014,AZ,115,7281,0.015794534
28,2008,AL,19,1203,0.015793849
45,2014,AL,20,1270,0.015748031
40,2014,AL,20,1270,0.015748031
53,2002,CT,377,23946,0.015743757
35,1992,AL,42,2671,0.015724448
40,2008,MA,1197,76365,0.01567472
28,2012,AL,19,1214,0.015650741
21,1993,CO,24,1534,0.015645372
28,2003,AR,234,14975,0.015626043
46,2008,CO,1226,78504,0.015617039
28,2013,MA,1080,69368,0.015569139
35,2013,CT,573,36809,0.015566845
21,1999,CT,99,6363,0.015558699
40,2016,MA,943,60669,0.015543358
39,2015,MA,937,60395,0.015514529
40,2017,AL,15,967,0.015511892
49,2011,AL,19,1227,0.015484923
48,2003,CO,715,46225,0.01546782
28,2006,MA,936,60545,0.015459576
28,1992,CO,30,1941,0.015455951
30,2004,MA,777,50284,0.015452231
40,2007,CT,542,35110,0.015437197
39,2015,AR,887,57544,0.015414292
39,2004,MA,775,50284,0.015412457
47,1991,AL,61,3962,0.015396265
21,2002,AR,30,1950,0.015384615
28,2001,CO,623,40565,0.015358067
28,2009,MA,1078,70221,0.015351533
5,1992,AL,41,2671,0.015350056
35,2016,CT,597,38905,0.015345071
39,2011,MA,1071,69868,0.015328906
21,2008,CO,1203,78504,0.01532406
11,2002,CO,611,39918,0.015306378
40,2012,MA,1069,70084,0.015253125
2,2013,AZ,107,7017,0.015248682
11,2002,MA,606,39767,0.015238766
11,2012,AR,858,56411,0.0152098
47,2014,CO,1401,92163,0.015201328
39,2013,MA,1054,69368,0.015194326
40,2000,CT,222,14625,0.015179487
39,2001,CT,354,23358,0.015155407
40,2018,CT,582,38589,0.015082018
21,2002,MA,599,39767,0.01506274
21,2004,MA,757,50284,0.01505449
46,2009,CO,1169,77723,0.015040593
47,2010,CT,654,43523,0.015026538
48,2013,AR,796,53050,0.015004713
40,2004,CT,510,34008,0.014996471
47,2015,CO,1432,95529,0.014990212
11,2013,AR,795,53050,0.014985862
48,2014,AR,778,51925,0.014983149
11,2004,AZ,18,1202,0.014975042
39,2010,MA,1066,71228,0.014966025
28,2005,MA,864,57784,0.014952236
27,2016,AL,13,870,0.014942529
21,2001,MA,573,38446,0.014904021
49,2018,AZ,108,7249,0.014898607
48,2003,AR,223,14975,0.014891486
28,2002,CO,594,39918,0.014880505
35,2015,CT,520,34965,0.014872015
28,2009,AZ,70,4707,0.014871468
28,2017,MA,851,57296,0.014852695
11,2006,CT,434,29297,0.014813803
21,2000,MA,482,32548,0.014808898
49,2015,AZ,100,6755,0.014803849
